asin,category 1, rank 1, category 2, rank 2, category 3, rank 3
B086L6ZGXL
B074WJF1XX,home_garden_display_on_website,2555843,684541011,28666
B07YZNL9BB,home_garden_display_on_website,1944608,1063242,5452
B07YZMNZFD,home_garden_display_on_website,1944608,1063242,5452
B07YZMPYWR,home_garden_display_on_website,1944608,1063242,5452
B07YZG5YPM,home_garden_display_on_website,722822,1063242,1819
B07YZLDJD7,home_garden_display_on_website,722822,1063242,1819
B07YZLPRJQ,home_garden_display_on_website,722822,1063242,1819
B07Z1VH6FH,home_garden_display_on_website,1733917,1063242,4779
B07Z1TYJWT,home_garden_display_on_website,1733917,1063242,4779
B07YYF84R1,home_garden_display_on_website,317197,3735831,340
B07YYF8VWH,home_garden_display_on_website,317197,3735831,340
B07YYFB3GH,home_garden_display_on_website,317197,3735831,340
B07YYD4T2H,home_garden_display_on_website,317197,3735831,340
B07YYD3YMZ,home_garden_display_on_website,317197,3735831,340
B07YYCS95D,home_garden_display_on_website,317197,3735831,340
B07XC6BF5Y,home_garden_display_on_website,182073,1063242,526
B07XD98J89,home_garden_display_on_website,182073,1063242,526
B07XC68GDK,home_garden_display_on_website,182073,1063242,526
B07XD94N99,home_garden_display_on_website,1143199,1063242,3011
B07XC653L3,home_garden_display_on_website,1143199,1063242,3011
B07X5YDBQ8,home_garden_display_on_website,1143199,1063242,3011
B07XG67WZV,home_garden_display_on_website,2251284,1063242,6437
B07XD8Q8T7,home_garden_display_on_website,2164130,1063242,6146
B07XB5QPFJ,home_garden_display_on_website,1576541,1063242,4287
B07XB5N2CK,home_garden_display_on_website,664616,1063242,1689
B07XG65RW9,home_garden_display_on_website,664616,1063242,1689
B07XB5LZJD,home_garden_display_on_website,664616,1063242,1689
B07XB5KLJK,home_garden_display_on_website,664616,1063242,1689
B07X61LH58,home_garden_display_on_website,637539,1063242,1605
B07X61YK6V,home_garden_display_on_website,637539,1063242,1605
B07X56CSG9,home_garden_display_on_website,637539,1063242,1605
B07X2YVX3Z,home_garden_display_on_website,637539,1063242,1605
B07X5VZWLH,home_garden_display_on_website,637539,1063242,1605
B07X5YWJYK,home_garden_display_on_website,637539,1063242,1605
B07X2YTNV1,home_garden_display_on_website,637539,1063242,1605
B07YRJM1B2,home_garden_display_on_website,637539,1063242,1605
B07X2YRW44,home_garden_display_on_website,637539,1063242,1605
B07X568NDC,home_garden_display_on_website,637539,1063242,1605
B07X434NBR,home_garden_display_on_website,637539,1063242,1605
B07X1YX9L3,home_garden_display_on_website,637539,1063242,1605
B07VKG8RRK
B07VJJFRZT
B07VKDQB2S
B07VK981FQ
B07VFX71JL,home_garden_display_on_website,53104,1063242,207
B07VFWZ6Z9,home_garden_display_on_website,53104,1063242,207
B07VGX3CGH,home_garden_display_on_website,53104,1063242,207
B07VFTNYMH,home_garden_display_on_website,53104,1063242,207
B07VFVMPGS,home_garden_display_on_website,53104,1063242,207
B07VDS1JSP,home_garden_display_on_website,53104,1063242,207
B0779KWTML,home_garden_display_on_website,892010,1063242,2287
B077J3ZN6V,home_garden_display_on_website,537940,1063242,1376
B077J3ZLMT,home_garden_display_on_website,537940,1063242,1376
B079YL29RF,home_garden_display_on_website,64891,1063242,231
B06W5GL4H3,home_garden_display_on_website,64891,1063242,231
B06WP9ND12,home_garden_display_on_website,64891,1063242,231
B06X1CGW5P,home_garden_display_on_website,1124075,684541011,11375
B076XKBXK3,home_garden_display_on_website,385433,1063242,985
B01CCWBQ5Q,home_garden_display_on_website,924439,1063242,2386
B01LWQH0JV,home_garden_display_on_website,121984,1063242,383
B01C78C62M,home_garden_display_on_website,121984,1063242,383
B01CA3435W,home_garden_display_on_website,121984,1063242,383
B074W7DF2M,kitchen_display_on_website,23419,3742001,182
B074WHMGLH,home_garden_display_on_website,41795,3735831,52
B0742R5V35,home_garden_display_on_website,693521,684541011,6726
B074WHMGN3,home_garden_display_on_website,39709,684541011,384
B086MMFYSW,kitchen_display_on_website,311367,3742021,3611
B07Z24BNJX,home_garden_display_on_website,572333,684541011,5406
B0874BN4QW,kitchen_display_on_website,68496,3742021,656
B086Z1T1H4,home_garden_display_on_website,1503842,684541011,15815
B07Z2413WJ,home_garden_display_on_website,572333,684541011,5406
B07VCTJ726,home_garden_display_on_website,53104,1063242,207
B01LWPX1O1,home_garden_display_on_website,385433,1063242,985
B06X1FDCQR,home_garden_display_on_website,312894,684541011,2658
B07F393H9L,home_garden_display_on_website,82615,684541011,728
B07P8DCVLW
B086YDGZY8,home_garden_display_on_website,201669,684541011,1613
B01M0BCBG4,home_garden_display_on_website,22307,1063242,108
B086YRMP1H,home_garden_display_on_website,202454,684541011,1617
B07PBJ9THJ,home_garden_display_on_website,314419,3732341,4618
B07F3C162G,home_garden_display_on_website,41795,3735831,52
B086Z3LMSS,home_garden_display_on_website,2280480,684541011,25232
B07Z3D8P3P,home_garden_display_on_website,432423,684541011,3880
B086Z1NTKQ,home_garden_display_on_website,2280480,684541011,25232
B01CA489EC,home_garden_display_on_website,22307,1063242,108
B07CJSJ6NG,home_garden_display_on_website,290165,684541011,2433
B0874K5VK8,kitchen_display_on_website,68496,3742021,656
B074WJ2DBY,home_garden_display_on_website,39709,684541011,384
B06W9NMBL2,home_garden_display_on_website,64891,1063242,231
B0779LDY56,home_garden_display_on_website,892010,1063242,2287
B086YFJLGM,home_garden_display_on_website,202454,684541011,1617
B086YLYJZS,home_garden_display_on_website,201669,684541011,1613
B07MFDH31Q,home_garden_display_on_website,4562581,684541011,56174
B07TLY8PKK,home_garden_display_on_website,64891,1063242,231
B07PBJP9VY,kitchen_display_on_website,37642,3742001,295
B086YCV6XT,home_garden_display_on_website,201669,684541011,1613
B07BLHV49T,home_garden_display_on_website,290165,684541011,2433
B07MLP6P51,home_garden_display_on_website,4562581,684541011,56174
B086Y78D5M,home_garden_display_on_website,202454,684541011,1617
B0779J6H2Q,home_garden_display_on_website,892010,1063242,2287
B086MDBXPP,home_garden_display_on_website,6395505,3732341,131335
B017EPG5RA,home_garden_display_on_website,821924,1063242,2084
B086YZL12J,home_garden_display_on_website,280362,684541011,2335
B086ML3QG3,home_garden_display_on_website,1084882,1063242,2854
B01CA1IGRU,home_garden_display_on_website,1578161,684541011,16668
B07P9H5C4H,kitchen_display_on_website,189849,3742001,2340
B06WGYNH7L,home_garden_display_on_website,296004,684541011,2496
B074W75Q83,home_garden_display_on_website,135817,3735831,160
B07BDYM95R,home_garden_display_on_website,385433,1063242,985
B01LXDD7MA,home_garden_display_on_website,385433,1063242,985
B07P8M81K8,home_garden_display_on_website,917059,684541011,9143
B0874KS5TV,kitchen_display_on_website,328783,3742001,4137
B086YXCLLF,home_garden_display_on_website,911082,684541011,9066
B086YYQJWV,home_garden_display_on_website,280362,684541011,2335
B07MFDWHFH,home_garden_display_on_website,4562581,684541011,56174
B06VXZL35Z,home_garden_display_on_website,312894,684541011,2658
B086YY7KQY,home_garden_display_on_website,787457,3735831,776
B07PBJ6YK1,kitchen_display_on_website,37642,3742001,295
B07CL78S3C,home_garden_display_on_website,3413231,684541011,39857
B07575J673,kitchen_display_on_website,23419,3742001,182
B075766WVV,home_garden_display_on_website,135817,3735831,160
B07BDYJS7T,home_garden_display_on_website,385433,1063242,985
B07YZNSSFS,kitchen_display_on_website,65556,3742021,629
B086Z3X1LW
B07CL7J1MN,home_garden_display_on_website,432423,684541011,3880
B07BDX3NWS,home_garden_display_on_website,385433,1063242,985
B086YCR127,home_garden_display_on_website,1770950,684541011,18909
B086YVL1NL,home_garden_display_on_website,911082,684541011,9066
B086YBH1F4,home_garden_display_on_website,201669,684541011,1613
B07P9HLP7Q,kitchen_display_on_website,37642,3742001,295
B07CRXDQGP,home_garden_display_on_website,1245546,684541011,12753
B07F3T3BJB,home_garden_display_on_website,6211074,684541011,81870
B079V84PR1
B086YZZ365,home_garden_display_on_website,280362,684541011,2335
B0874L9FH8,kitchen_display_on_website,108555,3742001,1174
B01H287HF8,home_garden_display_on_website,223435,684541011,1771
B086Z185N1,home_garden_display_on_website,280362,684541011,2335
B01H27JW2U,home_garden_display_on_website,98714,684541011,844
B01CA4383E,home_garden_display_on_website,22307,1063242,108
B076Y1H1BD,kitchen_display_on_website,83238,3742001,849
B07F36SQBX,home_garden_display_on_website,41795,3735831,52
B01CA1LUTG,home_garden_display_on_website,821924,1063242,2084
B074WJ8WLM,kitchen_display_on_website,36931,3742001,280
B07P79C1Q6,home_garden_display_on_website,359424,3732341,5327
B071ZQFBJC,home_garden_display_on_website,210212,684541011,1671
B0874NVHJK,kitchen_display_on_website,107522,3742001,1159
B086YB79LC,home_garden_display_on_website,202454,684541011,1617
B01KZRZMZU,home_garden_display_on_website,39709,684541011,384
B086YXGQT9,home_garden_display_on_website,280362,684541011,2335
B086YT5LR7,home_garden_display_on_website,911082,684541011,9066
B07GZ861XX,home_garden_display_on_website,4562581,684541011,56174
B07MPQ46PX,home_garden_display_on_website,4562581,684541011,56174
B07TJTHX9Z,home_garden_display_on_website,64891,1063242,231
B0779L7CYG,home_garden_display_on_website,39709,684541011,384
B086YSTL5R,home_garden_display_on_website,202454,684541011,1617
B07Z3BPLMP,home_garden_display_on_website,1151246,684541011,11672
B086MJGGN7,home_garden_display_on_website,2126599,684541011,23290
B086YXCNYS,home_garden_display_on_website,613185,684541011,5796
B086Z1NLKV,home_garden_display_on_website,2280480,684541011,25232
B086MK2C29,home_garden_display_on_website,432950,3732341,6463
B07P6C7T1W,home_garden_display_on_website,314419,3732341,4618
B086YJGQ4Y,home_garden_display_on_website,202454,684541011,1617
B086YTJH9M,home_garden_display_on_website,911082,684541011,9066
B077J1Z3NY,home_garden_display_on_website,537940,1063242,1376
B086S2QVYH,home_garden_display_on_website,1319813,684541011,13614
B07YZPB46C,kitchen_display_on_website,65556,3742021,629
B07P5ZL7TL,kitchen_display_on_website,67647,3742021,652
B0779L8VW8,home_garden_display_on_website,892010,1063242,2287
B079V28FFJ,home_garden_display_on_website,242677,14058581,1303
B0779NBKC6,home_garden_display_on_website,892010,1063242,2287
B07CJSZQ2B,home_garden_display_on_website,503952,684541011,4653
B07M77SV89,home_garden_display_on_website,4562581,684541011,56174
B07P8M4T9Z,home_garden_display_on_website,917059,684541011,9143
B0779K51CR,home_garden_display_on_website,892010,1063242,2287
B074WHWSGM,kitchen_display_on_website,169476,3742021,1864
B01CA3BNK0,home_garden_display_on_website,121984,1063242,383
B0874LLLMP,kitchen_display_on_website,108555,3742001,1174
B076Y35RVQ,kitchen_display_on_website,62844,3742021,590
B07YZL4FD8,kitchen_display_on_website,65556,3742021,629
B07Z23PPN3,home_garden_display_on_website,572333,684541011,5406
B07F3GDPDC,home_garden_display_on_website,82615,684541011,728
B086MT9B7H,home_garden_display_on_website,1084882,1063242,2854
B074WJ8WMS,home_garden_display_on_website,41795,3735831,52
B07KPYNH8L,home_garden_display_on_website,1176617,1063242,3108
B07CL7B6F3,home_garden_display_on_website,2370458,684541011,26343
B07BDY9NNP,home_garden_display_on_website,385433,1063242,985
B07M77MPC7,home_garden_display_on_website,4562581,684541011,56174
B086MF5S36,home_garden_display_on_website,246383,684541011,2006
B01NCNWE4D,home_garden_display_on_website,98714,684541011,844
B086YYYJVL,home_garden_display_on_website,280362,684541011,2335
B086YZSBQK,home_garden_display_on_website,280362,684541011,2335
B086YM6WDZ,home_garden_display_on_website,547277,684541011,5143
B086YCM2KH,home_garden_display_on_website,201669,684541011,1613
B086Z3XJTF
B01CA3EJH4,home_garden_display_on_website,121984,1063242,383
B0874MFHRP,kitchen_display_on_website,107522,3742001,1159
B07CL73HWD,home_garden_display_on_website,961009,684541011,9643
B07CJK73ZV,home_garden_display_on_website,1424444,684541011,14809
B086Z3XB6H
B086Z12KFY,home_garden_display_on_website,1503842,684541011,15815
B00BS81QZ6,home_garden_display_on_website,373773,1063242,958
B074WHRYKD,home_garden_display_on_website,82615,684541011,728
B086Z3MPY1
B01CA3UUCC,home_garden_display_on_website,22307,1063242,108
B07CL7NXQ8,home_garden_display_on_website,961009,684541011,9643
B071ZZCJKH,home_garden_display_on_website,98714,684541011,844
B079YBVLXM,home_garden_display_on_website,121984,1063242,383
B07Z1VMWQX,home_garden_display_on_website,1733917,1063242,4779
B079TXDLZ3,home_garden_display_on_website,242677,14058581,1303
B06X1981DQ,home_garden_display_on_website,1084154,684541011,10941
B07TLX54ZF,home_garden_display_on_website,22307,1063242,108
B086YG1NKZ,home_garden_display_on_website,201669,684541011,1613
B077J27699,home_garden_display_on_website,537940,1063242,1376
B086YDTW1M,home_garden_display_on_website,202454,684541011,1617
B086YY3J5V,home_garden_display_on_website,787457,3735831,776
B0779GS3JJ,home_garden_display_on_website,892010,1063242,2287
B07G7B4VRY,home_garden_display_on_website,4562581,684541011,56174
B07BDZ7VYM,home_garden_display_on_website,1958254,1063242,5503
B086YXNND1,home_garden_display_on_website,787457,3735831,776
B086M97NJH
B086YB6877,home_garden_display_on_website,202454,684541011,1617
B06W9NPR2F,home_garden_display_on_website,312894,684541011,2658
B0779JGT7Z,home_garden_display_on_website,892010,1063242,2287
B086Z3GJ1D,home_garden_display_on_website,1503842,684541011,15815
B07CL7G4ZR,home_garden_display_on_website,445111,684541011,4000
B07XPBTKNG
B07TLWQLS9,home_garden_display_on_website,121984,1063242,383
B07XPCXGNM
B086Z3CDSS,home_garden_display_on_website,2280480,684541011,25232